name,cardImage_url,mana,text,class,type,attack,health,series,introduction
飛行器,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/46062b5ec48e28bb2dd3cb3a01012e0aac765b254917b4e4a1f1d6879f4a5a91.png,3,風怒,12,1,1,4,goblins-vs-gnomes,不會飛的飛行器叫什麼？下一個資料片再告訴你。
光明引路者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0186f135ac3f0a9ee5b1d966f02f8d76ebc40276c3bb04d339ab17a6f79d2350.png,3,若你場上有秘密，在你的回合結束時為你的英雄恢復 4點生命值,12,1,2,4,goblins-vs-gnomes,他們不是喊「路摸思」啦。你以為這裡是霍格華茲學院？
地精實驗家,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6a62dabbf732ebfbeaaeccdc2d0b4ded90009079855811ed483e0d563f3495f9.png,3,戰吼：抽一張牌。若抽到手下，將它變形為一隻雞,12,1,3,2,goblins-vs-gnomes,哈哈，我怎麼可能把自己變成…咕咕！咕咕！
哥布林工兵,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/054534853ce6bff815deb0a4b17cce298f4001038ac9cf216f396e9af373876d.png,3,若對手有6張以上的手牌，便獲得+4攻擊力,12,1,2,4,goblins-vs-gnomes,拆雷、爆破他都會。比較需要擔心的是他一邊拆，一邊爆。
小小驅魔者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f458e782123842a4bb25dd8d360017743de7fb382087867e287462ba60f269ac.png,3,嘲諷。戰吼：場上每個有死亡之聲的敵方手下使其+1/+1,12,1,2,3,goblins-vs-gnomes,很多術士都把她的電話號碼背了起來，以免叫錯惡魔時求救無門。
諾姆瑞根步兵,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/77555406435dcfa41418b9dd9120f333ec9ad7743f38aa57c2ac2c1802349de7.png,3,衝鋒 嘲諷,12,1,1,4,goblins-vs-gnomes,這些英勇的地精士兵們已經準備好要回到他們被輻射汙染、排水系統差勁的家園了！
地精區技師,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6d620b8b063f99736ad9c891736371100115b2a71c59aa29e23f9e42d7527f88.png,3,戰吼：若你有機械，獲得+1/+1並放一張備用零件到你的手中,12,1,3,3,goblins-vs-gnomes,他經常夾帶零件回家。事實上，幾乎每個技師都這麼做。
大哥布林,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a64013b34d85b7ddd482d9a8a5f81eb98a69707995fd2c6c529f2c0b5ed1bf1c.png,3,每當你打出 攻擊力為1的手下，賦予該手下+2/+2,12,1,2,3,goblins-vs-gnomes,大哥布林下個星期要聚會討論公會福利。在清單上的第一個項目是：牙醫津貼。
魁梧的石顎穴居怪,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/03868a81b1bdf82907a887106a1017c26980454d8828f84101746c63f0bf11ba.png,4,每當對手施放法術，獲得+2攻擊力,12,1,3,5,goblins-vs-gnomes,魁梧是相對穴居怪來說。你的話，當然可以叫他矮冬瓜。
迷路的陸行鳥,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aebbfcb3f53e104b041917a6242c1110ccc2d5edc269ac29b1a53053e42ead50.png,4,,12,1,5,4,goblins-vs-gnomes,牠的屁股上有著刺青，寫著：若看到牠，請送回莫高雷。
凱贊秘術使,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d84a97d8415706e753464336185f5338f19971ce37efc6d407f8e1ca29335539.png,4,戰吼：控制一個隨機的敵方秘密,12,1,4,3,goblins-vs-gnomes,他們假裝很有智慧又高深莫測，但其實他們超八卦的，打聽秘密是他們最愛的活動。
機械雪人,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1616ad3d3020a76ae6413de8435d2c7c2a94a4dc51d0600c07918d940d1fa4aa.png,4,死亡之聲：給雙方 一張備用零件,12,1,4,5,goblins-vs-gnomes,冰風崗哨的雪人經常在聯盟與部落之間的爭鬥中遭到池魚之殃。
秘法剋星X-21,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ac1e28b3270d68bc8c63fc09b0080b61401cd59a203558fd268e5e15c82b87c5.png,4,嘲諷 無法被法術或英雄能力指定,12,1,2,5,goblins-vs-gnomes,為了這個新發明，地精法師跟地精工程師差點翻臉打起來。
吉福斯,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7edfa218347c6c0388a93f8cb6a00357baa85bb9f51fadc1c9d6fec9066c85dc.png,4,幫回合結束的玩家抽牌，直到該玩家手中至少有三張牌,12,1,1,4,goblins-vs-gnomes,這個管家機器人最大的問題就是 - 管太多。
有駕駛的伐木機,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ddf0f0b2700d92606bd9a30d87fde5cdb5ac1d6ea04953b1150e73e59ce5426e.png,4,死亡之聲：召喚 一個法力消耗為2的 隨機手下,12,1,4,3,goblins-vs-gnomes,以前只有哥布林會駕駛伐木機。現在？連末日預言者跟博學行者阿洲都開了一台在跑。
強化機器人,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4c11f359f80c308b2cd6c49bd13422062221545f43eb8c6e01be302bbf453c03.png,4,戰吼：隨機賦予你其他手下風怒、嘲諷或聖盾術,12,1,3,2,goblins-vs-gnomes,他的強化可以賒帳，不收利息，可以說是人人都愛！
迷你法師,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b7ef4035ee8bb98256ef77ccdd736d3fdcab045d2d9a22af99e4e277d455ad10.png,4,潛行 法術傷害+1,12,1,4,1,goblins-vs-gnomes,有時候在古拉巴什競技場的寶箱裡可以找到他。
惡魔劫奪者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9dafdf10c312ace8de96430d8d1f1a39103232d7c6e4d78735a30279205dc2da.png,5,每當對手出一張牌，移除你牌堆最上面的三張牌,12,1,8,8,goblins-vs-gnomes,反正只要夠大隻就行了！
古董治療機器人,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dbc02fee630305dc07561009801e4df10a9dffde1ffcdafed424c01318fc93ee.png,5,戰吼：使你的英雄 恢復 8點生命值,12,1,3,3,goblins-vs-gnomes,這個型號已經停產了！(因為發生了幾起爆炸事故)
老水手,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ae13d7e4f72d1c5e5f57a0799101ce98b32d820abda5b97987306defa9908401.png,5,,12,1,7,4,goblins-vs-gnomes,他終於擺脫「那個菜鳥」的稱謂了。
更瘋狂的炸彈客,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/454c80cc5e208c776f5163b9675dfcc34d80dcb423cd1984deee0989fb4bd69d.png,5,戰吼：造成6點傷害，隨機分給其他角色,12,1,5,4,goblins-vs-gnomes,你說瘋狂炸彈客很機車？來，看看這一位。
投彈手,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b7e2372c55c4ed9b89120b493a70625335d320fba5fc4bd2c72f3d63b777d0db.png,5,戰吼：對一個隨機敵方手下造成4點傷害,12,1,3,3,goblins-vs-gnomes,最近上頭對他因誤炸而收到的帳單金額感到很不滿意。
拾荒機器人,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0497520b06dcb0c26f710202f961bc3412db48cf610d0d14bd2bb314d4120bd6.png,5,每當一隻友方機械死亡，獲得+2/+2,12,1,1,5,goblins-vs-gnomes,一個機器人的垃圾零件，對另一個機器人來說可是超讚的升級零件！
彌米倫之首,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/41874c31b8561f141269f9aaa196b72a2aaa64a00e32a2990a588509ad27767a.png,5,在你的回合開始時，若你有至少3個機械，將它們全部摧毀並組成 V-07-TR-0N,12,1,4,5,goblins-vs-gnomes,千萬別按那個最大的紅色按鈕！
布靈登3000型,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e3b43067e69e4b5140492e0ec510170c5b9e012356ca64e5490921c9eefc5d4b.png,5,戰吼：雙方各裝備 一把隨機武器,12,1,3,4,goblins-vs-gnomes,立刻執行派對準備指令。
赫米特‧奈辛瓦里,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8733ea8c7d6b961f63ca086995df1e8d05eb29ffa9caa4f3ed9fed4b450f1bfa.png,5,戰吼：摧毀一隻野獸,12,1,6,3,goblins-vs-gnomes,在一個野獸被殺死後沒幾分鐘就重新出現的世界當獵人，真不知道該說幸還是不幸。
有駕駛的飛天魔像,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d0fb0d894b1234a727b7ab0207f79e3835788f359bd30b5b3fce6640e7dab4f8.png,6,死亡之聲：召喚 一個法力消耗為4的 隨機手下,12,1,6,4,goblins-vs-gnomes,哥布林工程學的巔峰成就。內建義式咖啡機及腳底按摩功能。
巨魔莫古,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ca86ac6c5961a50d89a00b3366fd5c2fa1ab5345d2bbf8a70cba9f9aa32e6ebd.png,6,全部的手下都有50%機率攻擊錯誤的敵人,12,1,7,6,goblins-vs-gnomes,莫古曾經幫忙重新開啟黑暗之門。你也知道需要依賴巨魔幫忙的後果。
托斯利,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d6d5d88f795c45f92eb6abe8a2b958324b257a8c9eeb30d32e424d23b3b96927.png,6,戰吼及死亡之聲：放一張備用零件到你的手中,12,1,5,7,goblins-vs-gnomes,他似乎跟能量轉換器之類的東西有點關聯。
加茲魯維,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/13c271af02dd60a4ae0453fa49ed76d41839a3cd2283fe51739bd2cff47f5932.png,6,每當你施放消耗為1的法術，放一個隨機的機械到你的手中,12,1,3,6,goblins-vs-gnomes,上高中時，加茲魯維以最高票當選「最有可能爆炸死亡的人」。
爆爆博士,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/94b042d0ecc3aef78b734106fdaf952ca1076efb8496bc354382d988382557fe.png,7,戰吼：召喚兩個1/1的爆爆機器人。警告：它們有爆炸之虞,12,1,7,7,goblins-vs-gnomes,讚嘆他的力量！
特洛格佐爾,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/07ccafa2c0c86748dd5a6d2a740edf1e5bceff5a6721154ea7aab608229d4d06.png,7,每當對手施放法術，召喚一個魁梧的石顎穴居怪,12,1,6,6,goblins-vs-gnomes,不要小看穴居怪。不信，你讓特洛格佐爾砸一下試試。
超能坦克麥克斯,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cae392ec05eba4f9562690cd8e5ee19bac59b8603d4c6ef2be72c01c1247da2f.png,8,聖盾術,12,1,7,7,goblins-vs-gnomes,在塔納利斯有一間專門製造超能坦克的軍工廠，只製造出兩台就因為嚴重超支而停產了。
敵人收割者4000,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f0e7d8ff3b93493ac8cc5cba88cb3fbcb1cbfc7a44ebb000cc004eccca2eecc4.png,8,同時也會對它目標兩側的手下造成傷害,12,1,6,9,goblins-vs-gnomes,收割敵人跟收割農作物其實沒什麼兩樣。
斯尼德的伐木機,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5e163843637804dafcffd6edb1dfd2e7f52dfd8cc116635c01f246abe32d8ed0.png,8,死亡之聲：召喚一個隨機的傳說手下,12,1,5,7,goblins-vs-gnomes,斯尼德在死亡礦坑被擊敗後，他的伐木機就被一個不知名的買家從拍賣場買走了。(大概是霍格。)
機電師瑟瑪普拉格,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8ae006527f0c0fb14b999220631eb1108d82d4202a00f415c8365ef99d6d35d4.png,9,每當有敵方手下死亡， 召喚一個麻瘋地精,12,1,9,7,goblins-vs-gnomes,他以前是炸藥偏執狂，直到他愛上針織毛衣。現在他逢人就喊：「毛衣！更多的毛衣！」
發條巨人,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fa0b7841d890cfb6a70e45f580f0703fa9402ec6d0cdd4dcce48c36692435038.png,12,對手的每張手牌使 消耗減少(1),12,1,8,8,goblins-vs-gnomes,他跟山嶺巨人不和。
