name,cardImage_url,mana,text,class,type,attack,health,series,introduction
大地震擊,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1b2104637e23356b016896db220db547f9de81ad1b8dee13665c5ec4a3028299.png,1,沉默一個手下，然後對它造成 1點傷害,8,0,,,classic,大地震擊並不會引發毀滅性的大地震動。請安心使用。
先祖之魂,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6a5069d77862eafe7569eaabb4c2d995765456a928ee076b3bec92507c9cb7c2.png,2,賦予一個手下「死亡之聲：重新召喚這個手下」,8,0,,,classic,這只是皮肉之傷。
風暴冶煉之斧,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e98a7d831ef953708c78cae56e4248a19a26e97e1fa2289fd8a5b296f1431091.png,2,超載：(1),8,2,2,3,classic,嘿，這把斧頭看起來可真不賴。
野性之魂,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f2e5f1ba872a8b00c51e63e77b3479220eda9d90fe9d994309ac69ff67b4efb7.png,3,召喚兩隻2/3並有嘲諷的幽靈狼。超載：(2),8,0,,,classic,幽靈狼跟其他的狼差不多，只是更毛茸茸一點。
法力之潮圖騰,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4bf35bd5b52f0c9c73faca91c80ac5fa0aab68e63859f9b37501f4cc79b6042e.png,3,在你的回合結束時，抽一張牌,8,1,0,3,classic,據說有些薩滿可以連續10次快速念完「漂浮圖騰」。
閃電風暴,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1e053c4cf00fb5821618a32f3b8d6f1be6ec6e2d0e7018feeda9a9ae2b969bc7.png,3,對全部敵方手下造成 2到 3點傷害。超載：(2),8,0,,,classic,撐傘恐怕只會更糟。
無縛的元素,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dfa362b3084c9400b5bb505092babf2f0d9c2f57fdcc70300e81c8b711b6ad2f.png,3,每當你打出有超載的牌，便獲得+1/+1,8,1,2,4,classic,不像受到束縛的元素，無縛的元素可以在晚上到鎮上逛街。
視界術,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/509f4e05312caab80ede8444720ccc4d6eeebf65cd0083954affebe583fc5f72.png,3,抽一張牌。該卡牌消耗減少(3),8,0,,,classic,德雷克塔爾看不到，但他「看」得到。懂我意思嗎？不懂也沒關係。
熔岩爆發,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2c221211a9f593ef75a73a37b47e4a248cd6b10f10a88e590dc03d22f7de1ad1.png,3,造成 5點傷害。超載：(2),8,0,,,classic,這就像是把一整片岩漿海倒進你嘴裡一樣！
末日錘,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f4a56ece1b3fa6c3eea862122511361783a671d827c896e697d98d56986ac311.png,5,風怒，超載：(2),8,2,2,8,classic,奧格林‧末日錘將這把傳說武器給了索爾。至於他的名字，完全是巧合。
土元素,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/06f3182d5d9ac1f0a3d1237c2274797fe30cb749ff5cb23814c5ee5fea66dd2c.png,5,嘲諷 超載：(3),8,1,7,8,classic,剪刀跟布都不該贏石頭。
『馭風者』奧拉基爾,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0962fa6608f291f78fc18d50e9b47662f6534b2e4576ac4207dbe10a3b114d35.png,8,衝鋒、聖盾術 嘲諷、風怒,8,1,3,5,classic,他是四位元素之王當中最弱的。而另外三位從不讓他忘記這一點。
血之小鬼,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ecc491452c7fa6ce7f3ff8d53ae9e7b3754a09d36571cea6a86eae6e56dfa627.png,1,潛行。在你的回合結束時，賦予另一個隨機友方手下+1生命值,9,1,0,1,classic,小鬼對於能躲起來並滿懷惡意地嘲諷附近的所有人感到很滿意。
烈焰小鬼,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ed2582ed7cf271dd1508c87079459ba1b3da9130523c0b3df9966adb2274f54e.png,1,戰吼：對你的英雄造成3點傷害,9,1,3,2,classic,小鬼喜歡身上冒火。他們就是喜歡。
虛無之喚,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c59303862cdebc2cdd0d6b67b83e2b7f6965b3ff3e4e91de5cfbef2b42d9ad28.png,1,放一個隨機 惡魔到你的手中,9,0,,,classic,你面對的是燃燒軍團的…………血之小鬼，真的要派我這隻小隻的嗎？
惡魔火焰,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fbaf10e0496687663c024597dba746a2eff6302ce9f4ddabfc7326d4a8fa4525.png,2,對一個手下造成 2點傷害。若目標是友方惡魔，賦予它+2/+2,9,0,,,classic,惡魔火焰跟一般的火一樣，除了它根本拍不熄救命啊啊啊啊！！！
惡魔守衛,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b7dbb77eb7ce4968fb8123c3848dff5eaa97cc085b813884d75c3d0f878fb83c.png,3,嘲諷。戰吼：摧毀1顆你的法力水晶,9,1,3,5,classic,是的，他會為你而戰。但是他會不太爽。
感知惡魔,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/de7a3e8cd9950df616830e214d2cad6cff82b6c1d15425d309f077f617c1cb7d.png,3,從你的牌堆 抽出2張惡魔牌,9,0,,,classic,通常惡魔看起來都很顯而易見，不太需要什麼法術來感知他們。
虛無恐獸,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f42cb1f8ef708b013104d338e07091e9f567326990313eae44199dfe4b945ad4.png,3,戰吼：摧毀兩側的手下，獲得他們的攻擊力和生命值,9,1,3,3,classic,如果你把這張放進套牌裡，你絕對會失去其他手下的信任。
暗影之焰,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/061aa9b6aeadccf7947848ef18d633cb7a173e4bd754fcd0d9d082223e81fde3.png,4,摧毀一個友方手下，使全部敵方手下受到等同其攻擊力的傷害,9,0,,,classic,對一個強大的手下施放暗影之焰是一件非常愉快的事！
深淵領主,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f5c8297b588238f75fb20d03bff67c68007533f358df2dae6ea12edcc242b216.png,4,戰吼：對你的英雄造成5點傷害,9,1,5,6,classic,雖然瑪諾洛斯、瑪瑟里頓和布魯托魯斯都死了，不過深淵領主可多著呢。
召喚傳送門,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c07c54d287da1812ba9872bf29ab088e8f562f0a24d549e9914059da4eb0ca25.png,4,你的手下消耗減少(2)，但不會低於(1),9,1,0,4,classic,不會低於1點！別亂想了！
末日災厄,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ef5108fcaa71c2be03142511cc4a9b11ef3706a67e5b62a7cc292e9d9e6bd3b7.png,5,對一個角色造成 2點傷害。若殺死它，隨機召喚一個 惡魔,9,0,,,classic,我對你的忠告就是，盡量遠離末日。
靈魂虹吸,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/122a68929d27a3331de9e1f77555cbbb05fe813eb6fc48e70fbae73996a57a30.png,6,摧毀一個手下。使你的英雄恢復 3點生命值,9,0,,,classic,你最好避免虹吸自己的靈魂。這有可能會產生某種奇怪的無限迴圈。
攻城魔,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0aa02f97d119403430d2dbd294d13c1f2d0a7f7763f3b2b4a74769155de154a1.png,7,嘲諷 你的其他惡魔獲得 +1攻擊力,9,1,5,8,classic,時機歹歹，他只好同時兼差當攻城顧問。
扭曲虛空,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6d065501e9cbe64d1cbb3114451e72ccb6090c2337f3872ff85b2ad49b40e123.png,8,摧毀全部手下,9,0,,,classic,扭曲虛空是個沒有形體的地方，有著魔法、幻影及被摧毀的手下。
賈拉克瑟斯領主,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/461371cc7262e0d0482ab649a500ba355c8abb381a460e310d416102114e8281.png,9,戰吼：摧毀你的英雄並以賈拉克瑟斯領主替換之,9,1,3,15,classic,「卑微的地精！你的傲慢將使你喪命！」
心靈之怒,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0b928f32765b91bb963a1dcaa76f5500ac92391f8cb7f1c8f65e9bc03205faf4.png,0,對一個手下造成 1點傷害。它獲得+2攻擊力,10,0,,,classic,他們只是皮笑肉不笑。
升級！,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5c7cc44a5c1de9617098a5e33d8f3a60eb259a8657f698e74a78e46531374a09.png,1,若你裝備了武器，賦予它+1/+1。若無，則裝備一把1/3的武器,10,0,,,classic,這至少值50點的DKP。
盾牌猛擊,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f7e4780e7a3411b06a94f561e51491f5ccc684a29f42c75704bde6785dae6b5b.png,1,對一個手下造成等同你護甲值的傷害,10,0,,,classic,「哪一把武器比較好？是敵人會小心提防的利刃，還是會被他們輕忽的鈍器？」-戰士之道，第9章
殘酷的監工,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/264773df4f67bf64ff7563e9a633ce422638b3aeaf9eb1d87d1867fe5bdd162f.png,2,戰吼：對一個手下造成1點傷害並賦予它+2攻擊力,10,1,2,2,classic,「我需要你星期天來加班。」-殘酷的監工
戰鬥狂怒,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c6a26fd4f08530b2a8aa18d52c1da66f171d6412630fa4e525b113ee859aeda7.png,2,抽牌，數量等同友方受傷角色的總數,10,0,,,classic,「你不會喜歡生氣時的我。」
護甲鍛造師,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e380d1eab0073b9d460425c8dfc49723bcefeee67fb528b8782d5642a2996aae.png,2,每當一個 友方手下受到傷害，獲得1點護甲值,10,1,1,4,classic,她接受用公會資金進行修理！
命令之吼,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/55c4b17a40f45075e0d9d65af4b5d870d616e4f496cf0be8a97d10e257893b9e.png,2,你手下的生命值在本回合不會低於1點。抽一張牌,10,0,,,classic,「吼！吼！再大聲一點！」-對菜鳥戰士的建言
猛擊,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e6105736e702f9710a1c6eff140b4bfdc4c5d9cf52f83964dfee4f7799226897.png,2,對一個手下造成 2點傷害。若其存活，抽一張牌,10,0,,,classic,「噹滴噹，噹滴噹」如果你聽到巨魔唱這段旋律，代表已經晚了。
暴怒,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/01b5c1614d3d536c5e3101d389f8ce2181285a8dc0a74260968b9a7fd4c5d3c4.png,2,賦予一個受傷的手下+3/+3,10,0,,,classic,手下憤怒了。手下打打！
白沫狂戰士,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fcd67b263740b0986a16f2919b03a047b9f9c935c817b7a2205d2df3ae9024b7.png,3,每當一個手下受到傷害，獲得+1攻擊力,10,1,2,4,classic,他在當狂戰士之前原本是個會計師。
阿拉希武器鍛造師,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c51b020ef3c26ecb36dd2669f5d8c10da1a4541827b068b4992e9aa6c17df319.png,4,戰吼：裝備一把2/2的武器,10,1,3,3,classic,拳套類武器打對折，限時限量！
致死打擊,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9eaa09fa3dbf487dec1c05f0cc40f68d6b1ffbed6b7f11f898d44956ff7cb42d.png,4,造成 4點傷害。若你生命值在12點以下則造成 6點傷害,10,0,,,classic,「如果你只能選一個技能，使用致死打擊。」-戰士守則，第6條
鬥毆,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0ed574ab532fd10e274621743c033d3df7a7af0a825fef38509140f5d3611246.png,5,摧毀全部手下，只留下一個。<i>(隨機選擇)</i>,10,0,,,classic,你知道鬥陣俱樂部的第一守則是什麼嗎？
血吼之斧,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1fbf46307175671f4839da9ca9f17197957d3a90ed2ed316192e4c00b46fe415.png,7,攻擊手下會降低1點攻擊力，而非1點耐久度,10,2,7,1,classic,葛羅瑪許‧地獄吼知名的斧頭。不知道為什麼，最後是到了莫克札王子的手中。真是詭異！
葛羅瑪許‧地獄吼,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a6c841bc70863bbcf3070d41368c508563d75479702c5b26e431f97e57651492.png,8,衝鋒 受傷時+6攻擊力,10,1,4,9,classic,葛羅瑪許帶頭喝了瑪諾洛斯的腐化之血，害獸人皮膚變綠，眼睛變紅！顯然不是個明智的決定。
幽光,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/abd7dcee7301855a657030e5a7886f8bcb73716441d5ee0ddaec9c6c0bd79408.png,0,,12,1,1,1,classic,如果你用足夠數量的幽光攻擊埃雷達爾領主，他就會爆炸。但為什麼會這樣呢？
保密者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/65cfa398862569608617c42b42d620b96d225adb10d8979a4951902734f40210.png,1,每當有人施放秘密，獲得+1/+1,12,1,1,2,classic,曼寇里克的老婆在哪裡？我才不告訴你咧，欸？
嚴厲的士官,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/904b5c3e471dae6fb84ba0800e39cc8bea36d83dc44bc74d196ae65658398584.png,1,戰吼：本回合賦予一個手下+2攻擊力,12,1,1,1,classic,把我加進你的套牌裡，蠢蛋！
飢餓的螃蟹,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/32e8d4ed4aa53e7bb490759b9f92444825daf45f39da0fa3c5d9e952e4f96cd8.png,1,戰吼：摧毀一個魚人並獲得+2/+2,12,1,1,2,classic,魚人。就是晚餐。
魚人招潮者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7390fcb3ccef4243ce593cc7dfbc756f4ebb98c91b380192d6fb121b8da8011f.png,1,每當你召喚魚人，獲得+1攻擊力,12,1,1,2,classic,這個傢伙每次在家族聚會時都會變得無比強悍。
小龍鷹,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/84c78b7b9c40f644ad0b4711108eb1d79bf629c605b7bed4a397d1964d64a9bd.png,1,風怒,12,1,1,1,classic,冠軍牛頭球隊「龍鷹隊」就是以牠們做為吉祥物的。
麻瘋地精,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/28a9f60400a8c9a1c7e2d94dd14900e756780d1079dc295b7f3a05a8a5a5c9bb.png,1,死亡之聲：對敵方 英雄造成2點傷害,12,1,1,1,classic,他只是想要跟你做好朋友，但是一直受到拒絕害他開始有點不爽了。
南海水手,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/726aec0eae1577b28ebb46cb8f501e18d539674de6a89e1c82605ca507c38d82.png,1,若你裝備了武器，他便擁有衝鋒,12,1,2,1,classic,最近海盜迷上了一個新活動：跳板跳水。
銀白侍從,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/22b6716219bd32955ea242145d6663f5eaa606b607ecc4163c11f46abdbf1a15.png,1,聖盾術,12,1,1,1,classic,「我在此宣誓將信仰聖光，驅散世界上的黑暗力量，並只食用捲餅。」-銀色黎明誓語
執盾兵,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/84225096ff6ae123b100ad43c0a35531f5035b14b3d7c87da18e3dad46ef8e3e.png,1,嘲諷,12,1,0,4,classic,你知道這個遊戲裡面的盾牌有多大多重嗎？別以為這份工作很輕鬆。
狼人滲透者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ab2a4f71618ddbd3c529dff7dcdf9f69e868b3bf9bdfb7b9b103f8eefac75182.png,1,潛行,12,1,2,1,classic,你不想被狼人滲透的話，只要大喊「不可以！壞壞！」就好。
血帆海寇,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ec5ae602525a07a6f7a25713a0ecf8c718310c4e357003143f05f893cfae6f5e.png,1,戰吼：使你對手的武器耐久度降低1點,12,1,1,2,classic,每個海盜都必須用同一組四位數密碼來設定保險箱。如此一來，以後找到其他海盜的寶藏才不用猜密碼。-海盜法典
年輕的女牧師,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/afd34ed3aded9545a4aa8a80d4e7bd3fd7ec060308829819b18cb42a3a21c804.png,1,在你的回合結束時，賦予另一個隨機友方手下+1生命值,12,1,2,1,classic,她等不及想要學等級2的真言術：韌了。
護光者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/193272e6c7e4773a352c2fab4d2ee39f3d1f1b46c32cd99d71e2e2f7b7b0d31a.png,1,每當一個角色受到治療，獲得+2攻擊力,12,1,1,2,classic,她還有兩個姊妹：護膚者和護髮者。
憤怒雞,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/358269c5eb58d35250f157ba88dc3f7d326060be452a472605b1e3d9c3827508.png,1,受傷時+5攻擊力,12,1,1,1,classic,憤怒到極點的禽類是最可怕(或最可笑)的生物。
魔法成癮者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0ccdabc7bb991765ecf56159d51cb7c9c17648d5caa8a6ba5f324f8c6f0dd4a0.png,2,在本回合中，每當你施放法術，就獲得+2攻擊力,12,1,1,3,classic,她有試著戒除這個惡習，不過在壓力過大的日子她還是會吸點法力。
迷你召喚師,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/893984f90612ab21914a928d67792af9aea1c2d966ec8a8ee5e9c6b9779827f6.png,2,你每回合打出的第一個手下消耗減少(1),12,1,2,2,classic,她一直想要擺脫「迷你」這個字眼。
末日預言者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0af81e1cc55afb5fe0628bbcb73157a05a5d22044acfd41d47c5826dc9cf331c.png,2,在你的回合開始時，摧毀全部手下,12,1,0,7,classic,他的預言好幾次都差點成真。他非常肯定的說大災變那次就是真正的末日。
掠寶囤積者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e8fb6eae30128ea3cf07b25b7e5b10d4ea0a48ebdc01a5fd4dfcea0b12f8ad56.png,2,死亡之聲：抽一張牌,12,1,2,1,classic,不管怎樣，都一定要骰需求。
劍類鍛造大師,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9c10395a219243b4fd9875ebdb45329419993ea6ce5dca091cd3c7583e6a9c8e.png,2,在你的回合結束時，賦予另一個隨機友方手下+1攻擊力,12,1,1,3,classic,他最近想要打造出一條「連枷斧」，但是其他鑄劍師都說那是不可能的。
年輕的釀酒大師,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6fc92e48e574a8e85a715b18121690e3e571fe7d40c089c4c4d50014ca8036b6.png,2,戰吼：使一個友方手下從戰場返回你手中,12,1,3,2,classic,年輕的熱忱無法保證他釀酒的品質。千萬不要喝他釀的魔古黑啤！
遠古看守者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dae6812cff4edb563e904c2150bf7b677cfc653f603dc298ca3a79027917aa71.png,2,無法攻擊,12,1,4,5,classic,為什麼在你經過的時候，它的視線好像在跟著你？
精靈龍,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8bd86f1152aad5dafceb3803b886fe0df20332ee0f015389093e3a4c17fb320c.png,2,無法被法術或英雄能力指定,12,1,3,2,classic,可愛。對魔法免疫。不會在地毯上小便。簡直是完美的寵物！
法力怨靈,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f7d13fc368afab58a19c35fbb08813de0f41974c4a7e342fb744c2a02061a932.png,2,全部手下的消耗增加(1),12,1,2,2,classic,他們會在晚上出現，偷吃剩下的法力水晶。嗯…好吃！
血法師薩爾諾斯,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2f2d4fd76e05437d96dfff4b4c82abb998c707a8306b3eb448aa0def8ddb4c1c.png,2,法術傷害+1 死亡之聲：抽一張牌,12,1,1,1,classic,他負責血色修道院的每年度的捐血活動。
瘋狂炸彈客,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cbe6b9d73b3909c55f38a1b0a387089fe664b1f198c2067b8bc32a3b6f4df932.png,2,戰吼：造成3點傷害，隨機分給其他角色,12,1,3,2,classic,他並沒有真的那麼瘋狂，他只是應該對爆裂物更謹慎，卻沒有做到這一點。
阿曼尼狂戰士,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ae4fd06fe0bd73a223653021fe4b24bb49a93e76f172300683eef554629bc7ef.png,2,受傷時+3攻擊力,12,1,2,3,classic,如果阿曼尼狂戰士問「你在看我嗎？」正確的回答是「沒啊，老兄。」
瘋狂的鍊金師,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5c513e24d89430c1cf549127f18a1c8853753d642e779f42e3dd1f7c868d4f3c.png,2,戰吼：對調一個手下的攻擊力和生命值,12,1,2,2,classic,他說：你會愛死我的新配方…特別是如果你對目前肢體的數量感到不滿意。
米歐浩斯‧曼納斯頓,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f005ee857f50f6ee88ed9cbec56b4a710846dba8a5ddc307474ab56b6554dd20.png,2,戰吼：敵人下一個回合的法術消耗為(0)點,12,1,4,4,classic,「我要點燃你們那些紅潤的臉頰！」
日怒保衛者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/320b410d65d2a964b11d94983f15e593cfc3dbba4ea6473c5f34899a8a6ebb46.png,2,戰吼：賦予兩側的手下嘲諷,12,1,2,3,classic,她隨身攜帶盾牌，但只是為了在戰鬥中交給別人，好讓她能躲在後面。
恐狼首領,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ed049ecdc7501b00b1ca5ca1ef12470e180cd2e833f3af12425da46d0bfceed2.png,2,兩側的手下+1攻擊力,12,1,2,2,classic,他們說原生的恐狼比較大隻。我想，他們咬人應該也會比較痛。要不然你去讓牠咬咬看？
血帆劫掠者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/844b9b14fe4c4b02f425e3fdd402ed1f6e2ca1f9551fef757a5825b4e4726a40.png,2,戰吼：獲得等同你武器傷害的攻擊力,12,1,2,3,classic,我只在以「星期」為開頭的日子搶劫。
狂野火占師,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d9c4d48016734ef8c8d0b0224bc62ac67030908c142e3df01fc98f737ef52b55.png,2,在你施放法術後，對全部手下造成1點傷害,12,1,3,2,classic,燒啊燒，燒光光！大家一起燒！
飛刀手,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/de9c5c179a83a21d149c0908dc83f15e70945f458e68274a304fa0c794c14958.png,2,在你召喚手下 後，對一個隨機敵人造成1點傷害,12,1,2,2,classic,有野心的飛刀手有時候會轉行玩炸彈。但是我們完全找不到轉行後還能活著讓我們做成卡牌的飛刀手。
博學行者阿洲,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d132d4668ab5154a314aff7c37efa36f54cb33c27948380a1795fb874e6ae358.png,2,每當有玩家施放法術，對手便獲得一張相同的法術,12,1,0,4,classic,博學行者阿洲記錄並分享潘達利亞大陸的故事，但是他最喜歡的故事其實是龍捲風系列的肥皂劇。
納特‧帕格,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7668f36efdc658c4fdd15b4b5d3f1e83cd76676578237c52792bfe9248747987.png,2,在你的回合開始時，你有50%機率多抽一張牌,12,1,0,4,classic,納特‧帕格，艾澤拉斯的釣魚大師！他發明了自動竿3000、加長竿3000和誘餌竿2099(仍在測試中)。
牛頭人戰士,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/17537336cbe8c3eae0f661989a5483b9c2825e3f098af3b1f2d4fab7e5e7d38a.png,3,嘲諷 受傷時+3攻擊力,12,1,2,3,classic,牛頭人戰士：莫高雷的勇士，野豬人的殺手，雷霆崖電梯的乘客。
鐵喙貓頭鷹,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fc2d09cb93fdc265373bf9f280f67ff4f90f9ea72973eed7fc44eac90d5a4e36.png,3,戰吼：沉默一個手下,12,1,2,1,classic,牠們拍翅的聲音十分安靜，但是牠們的尖叫聲…反正跟安靜完全相反就對了。
食肉食屍鬼,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6fa3010c2bd71759a3e3daddb7a5c44a6c8d268e546d9b01501456df61031bdb.png,3,每當一個手下死亡，獲得+1攻擊力,12,1,2,3,classic,說他食肉其實很不公平。其實他只是沒有其他東西可以吃了。
冷光先知,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c1b0c5017342e517641296ef8b5fbee51aa5c960feb9afd10299b99e499daa06.png,3,戰吼：賦予你的其他魚人+2生命值,12,1,2,3,classic,要逃離魚人沒那麼簡單，連地獄深淵都有冷光魚人住在那裡。
秘法魔像,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/42ee895c4757f23117a27e6fff49974591b579f62a14e95e5b99eaff6f305e25.png,3,戰吼：給對手1顆 法力水晶,12,1,4,4,classic,有秘法魔像讓整個地方看起來高檔多了，除此之外，他們還是非常棒的話題。
技工大師歐沃斯巴克,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/52dafe4dd579c2c957a1f02ce7fe1065c5fe64b8fd097b8b50aaa5bc17c9f9c3.png,3,戰吼：將另一個隨機手下變形為一隻5/5魔暴龍或1/1松鼠,12,1,3,3,classic,技工大師歐沃斯巴克差點就因為「鐵爐堡巨松鼠奔竄事件」而失去技工執照。
血色十字軍,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/13900d89837a65315dcb451dcd5d033ac4ba8e1fad8d632b4da39ddfef93a76c.png,3,聖盾術,12,1,3,1,classic,洗白衣服的時候，千萬不要跟血色十字軍的人一起洗。
南海船長,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e9d92dfa36d10330d4a3fcb786238dfce227597bed98f78cc2855459d2892d2c.png,3,你的其他海盜獲得+1/+1,12,1,3,3,classic,等他存夠錢，他會去訂做一頂超巨大的船長帽。他有很嚴重的帽子情結。
精神控制技師,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/db4b33f69710af7e5941ddcdb71aa7fc5e6422c749ea60bbdade8ed1f60d6ec6.png,3,戰吼：若對手有4個以上的手下，隨機控制其中一個,12,1,3,3,classic,精神控制的科技越來越發達，但這並沒有說明什麼。
血騎士,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ba22a2542c7d481401f60bd37daaf12d95aab2c3fbd30cd91d0ea8e39f19cbab.png,3,戰吼：全部手下失去聖盾術。每個聖盾術將使其獲得+3/+3,12,1,3,3,classic,血騎士從太陽之井獲得他們的神聖力量。話說，你最好別想去那裡泡溫泉。
索爾瑪先知,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d6b0aead5b1459055c16fa96a5fa2ae9fb37e15b7829e8d23b17633eea768d03.png,3,風怒,12,1,2,3,classic,他被派駐在地獄火半島，但是他很希望能轉調到靠近奧格瑪的地方，或者只要地上沒著火的地方就好。
麥田魔像,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0671f9bd7ef79f570592a7f5ec392a5d31653e7a02925f9353b91eaf44c32655.png,3,死亡之聲：召喚一個2/1受損的魔像,12,1,2,3,classic,「過熱閾值超標。系統故障。麥桿堵塞2號端口。系統關閉中。」
解任務的冒險者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d952588eb922174f442d7dbca320dc883d810f22754da4ace2ec35be91b8511f.png,3,每當你出牌，獲得+1/+1,12,1,2,2,classic,「有人有多的野豬皮嗎？」
叢林豹,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ffc87b61a39840ccd380cf4dbe5dace2147f9cefa266c812d613f415d1335e58.png,3,潛行,12,1,4,2,classic,荊棘谷是個觀光的好去處，但你不會想要住在那裡。
小鬼召喚師,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d32ddeba5164bb26eaa085e7119a52c6f2d930ada594c241603e266417865fc2.png,3,在你的回合結束時，使其受到1點傷害並召喚一個1/1小鬼,12,1,1,5,classic,如果那些小鬼不會一直咬她，她應該會更喜歡這份工作。
石毀車,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ffe456794a6250198cd6071afc7e6f8b7c63d375d729eb5055a7664524683826.png,3,在你的回合開始時，對一個隨機敵人造成2點傷害,12,1,1,4,classic,攻城戰對大家來說都不好玩。而且，效果還不怎麼樣，因為現在大家都有飛行坐騎了。
